Probe Set Name	Description
ENSG00000141858_at	sterile alpha motif domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17958]
ENSG00000141867_at	bromodomain containing 4 [Source:HGNC Symbol;Acc:HGNC:13575]
ENSG00000141905_at	nuclear factor I C [Source:HGNC Symbol;Acc:HGNC:7786]
ENSG00000141933_at	tubulin polyglutamylase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:25058]
ENSG00000141934_at	phospholipid phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:9230]
ENSG00000141946_at	zinc finger imprinted 3 [Source:HGNC Symbol;Acc:HGNC:16366]
ENSG00000141956_at	PR/SET domain 15 [Source:HGNC Symbol;Acc:HGNC:13999]
ENSG00000141959_at	phosphofructokinase, liver type [Source:HGNC Symbol;Acc:HGNC:8876]
ENSG00000141965_at	fem-1 homolog A [Source:HGNC Symbol;Acc:HGNC:16934]
ENSG00000141968_at	vav guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:12657]
ENSG00000141971_at	multivesicular body subunit 12A [Source:HGNC Symbol;Acc:HGNC:25153]
ENSG00000141977_at	calcium and integrin binding family member 3 [Source:HGNC Symbol;Acc:HGNC:24580]
ENSG00000141985_at	SH3 domain containing GRB2 like 1, endophilin A2 [Source:HGNC Symbol;Acc:HGNC:10830]
ENSG00000141994_at	dihydrouridine synthase 3 like [Source:HGNC Symbol;Acc:HGNC:26920]
ENSG00000142002_at	dipeptidyl peptidase 9 [Source:HGNC Symbol;Acc:HGNC:18648]
ENSG00000142025_at	DMRT like family C2 [Source:HGNC Symbol;Acc:HGNC:13911]
ENSG00000142039_at	coiled-coil domain containing 97 [Source:HGNC Symbol;Acc:HGNC:28289]
ENSG00000142065_at	ZFP14 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:29312]
ENSG00000142082_at	sirtuin 3 [Source:HGNC Symbol;Acc:HGNC:14931]
ENSG00000142102_at	protein-glucosylgalactosylhydroxylysine glucosidase [Source:HGNC Symbol;Acc:HGNC:26210]
ENSG00000142149_at	hormonally up-regulated Neu-associated kinase [Source:HGNC Symbol;Acc:HGNC:13326]
ENSG00000142156_at	collagen type VI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2211]
ENSG00000142163_at	olfactory receptor family 1 subfamily E member 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8191]
ENSG00000142166_at	interferon alpha and beta receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:5432]
ENSG00000142168_at	superoxide dismutase 1 [Source:HGNC Symbol;Acc:HGNC:11179]
ENSG00000142173_at	collagen type VI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2212]
ENSG00000142185_at	transient receptor potential cation channel subfamily M member 2 [Source:HGNC Symbol;Acc:HGNC:12339]
ENSG00000142186_at	SCY1 like pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:14372]
ENSG00000142188_at	transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]
ENSG00000142192_at	amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
ENSG00000142197_at	DOP1 leucine zipper like protein B [Source:HGNC Symbol;Acc:HGNC:1291]
ENSG00000142207_at	URB1 ribosome biogenesis 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:17344]
ENSG00000142208_at	AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391]
ENSG00000142224_at	interleukin 19 [Source:HGNC Symbol;Acc:HGNC:5990]
ENSG00000142227_at	epithelial membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:3335]
ENSG00000142230_at	SUMO1 activating enzyme subunit 1 [Source:HGNC Symbol;Acc:HGNC:30660]
ENSG00000142233_at	netrin 5 [Source:HGNC Symbol;Acc:HGNC:25208]
ENSG00000142235_at	lemur tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:19295]
ENSG00000142273_at	Cbl proto-oncogene C [Source:HGNC Symbol;Acc:HGNC:15961]
ENSG00000142279_at	WT1 interacting protein [Source:HGNC Symbol;Acc:HGNC:20964]
ENSG00000142303_at	ADAM metallopeptidase with thrombospondin type 1 motif 10 [Source:HGNC Symbol;Acc:HGNC:13201]
ENSG00000142319_at	solute carrier family 6 member 3 [Source:HGNC Symbol;Acc:HGNC:11049]
ENSG00000142327_at	arginyl aminopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:10079]
ENSG00000142330_at	calpain 10 [Source:HGNC Symbol;Acc:HGNC:1477]
ENSG00000142347_at	myosin IF [Source:HGNC Symbol;Acc:HGNC:7600]
ENSG00000142396_at	endogenous retrovirus group K3 member 1 [Source:HGNC Symbol;Acc:HGNC:30466]
ENSG00000142405_at	NLR family pyrin domain containing 12 [Source:HGNC Symbol;Acc:HGNC:22938]
ENSG00000142408_at	calcium voltage-gated channel auxiliary subunit gamma 8 [Source:HGNC Symbol;Acc:HGNC:13628]
ENSG00000142409_at	zinc finger protein 787 [Source:HGNC Symbol;Acc:HGNC:26998]
ENSG00000142444_at	translocase of inner mitochondrial membrane 29 [Source:HGNC Symbol;Acc:HGNC:25152]
ENSG00000142449_at	fibrillin 3 [Source:HGNC Symbol;Acc:HGNC:18794]
ENSG00000142453_at	coactivator associated arginine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23393]
ENSG00000142459_at	ecotropic viral integration site 5 like [Source:HGNC Symbol;Acc:HGNC:30464]
ENSG00000142484_at	transmembrane 4 L six family member 5 [Source:HGNC Symbol;Acc:HGNC:11857]
ENSG00000142494_at	solute carrier family 47 member 1 [Source:HGNC Symbol;Acc:HGNC:25588]
ENSG00000142507_at	proteasome subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:9543]
ENSG00000142511_at	G protein-coupled receptor 32 [Source:HGNC Symbol;Acc:HGNC:4487]
ENSG00000142512_at	sialic acid binding Ig like lectin 10 [Source:HGNC Symbol;Acc:HGNC:15620]
ENSG00000142513_at	acid phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:14376]
ENSG00000142515_at	kallikrein related peptidase 3 [Source:HGNC Symbol;Acc:HGNC:6364]
ENSG00000142528_at	zinc finger protein 473 [Source:HGNC Symbol;Acc:HGNC:23239]
ENSG00000142530_at	family with sequence similarity 71 member E1 [Source:HGNC Symbol;Acc:HGNC:25107]
ENSG00000142534_at	ribosomal protein S11 [Source:HGNC Symbol;Acc:HGNC:10384]
ENSG00000142538_at	parathyroid hormone 2 [Source:HGNC Symbol;Acc:HGNC:30828]
ENSG00000142541_at	ribosomal protein L13a [Source:HGNC Symbol;Acc:HGNC:10304]
ENSG00000142546_at	nitric oxide synthase interacting protein [Source:HGNC Symbol;Acc:HGNC:17946]
ENSG00000142549_at	IgLON family member 5 [Source:HGNC Symbol;Acc:HGNC:34550]
ENSG00000142552_at	reticulocalbin 3 [Source:HGNC Symbol;Acc:HGNC:21145]
ENSG00000142556_at	zinc finger protein 614 [Source:HGNC Symbol;Acc:HGNC:24722]
ENSG00000142583_at	solute carrier family 2 member 5 [Source:HGNC Symbol;Acc:HGNC:11010]
ENSG00000142599_at	arginine-glutamic acid dipeptide repeats [Source:HGNC Symbol;Acc:HGNC:9965]
ENSG00000142606_at	membrane metalloendopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:14668]
ENSG00000142609_at	cilia and flagella associated protein 74 [Source:HGNC Symbol;Acc:HGNC:29368]
ENSG00000142611_at	PR/SET domain 16 [Source:HGNC Symbol;Acc:HGNC:14000]
ENSG00000142619_at	peptidyl arginine deiminase 3 [Source:HGNC Symbol;Acc:HGNC:18337]
ENSG00000142621_at	forkhead associated phosphopeptide binding domain 1 [Source:HGNC Symbol;Acc:HGNC:29408]
ENSG00000142623_at	peptidyl arginine deiminase 1 [Source:HGNC Symbol;Acc:HGNC:18367]
ENSG00000142627_at	EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386]
ENSG00000142632_at	Rho guanine nucleotide exchange factor 19 [Source:HGNC Symbol;Acc:HGNC:26604]
ENSG00000142634_at	EF-hand domain family member D2 [Source:HGNC Symbol;Acc:HGNC:28670]
ENSG00000142655_at	peroxisomal biogenesis factor 14 [Source:HGNC Symbol;Acc:HGNC:8856]
ENSG00000142657_at	phosphogluconate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8891]
ENSG00000142661_at	myomesin 3 [Source:HGNC Symbol;Acc:HGNC:26679]
ENSG00000142669_at	SH3 domain binding glutamate rich protein like 3 [Source:HGNC Symbol;Acc:HGNC:15568]
ENSG00000142675_at	connector enhancer of kinase suppressor of Ras 1 [Source:HGNC Symbol;Acc:HGNC:19700]
ENSG00000142676_at	ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301]
ENSG00000142677_at	interleukin 22 receptor subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:13700]
ENSG00000142684_at	zinc finger protein 593 [Source:HGNC Symbol;Acc:HGNC:30943]
ENSG00000142686_at	chromosome 1 open reading frame 216 [Source:HGNC Symbol;Acc:HGNC:26800]
ENSG00000142687_at	KIAA0319 like [Source:HGNC Symbol;Acc:HGNC:30071]
ENSG00000142694_at	eva-1 homolog B [Source:HGNC Symbol;Acc:HGNC:25558]
ENSG00000142698_at	chromosome 1 open reading frame 94 [Source:HGNC Symbol;Acc:HGNC:28250]
ENSG00000142700_at	DMRT like family A2 [Source:HGNC Symbol;Acc:HGNC:13908]
ENSG00000142731_at	polo like kinase 4 [Source:HGNC Symbol;Acc:HGNC:11397]
ENSG00000142733_at	mitogen-activated protein kinase kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6858]
ENSG00000142748_at	ficolin 3 [Source:HGNC Symbol;Acc:HGNC:3625]
ENSG00000142751_at	GPN-loop GTPase 2 [Source:HGNC Symbol;Acc:HGNC:25513]
ENSG00000142765_at	synaptotagmin like 1 [Source:HGNC Symbol;Acc:HGNC:15584]
ENSG00000142784_at	WD and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:29175]
ENSG00000142794_at	NBPF member 3 [Source:HGNC Symbol;Acc:HGNC:25076]
ENSG00000142798_at	heparan sulfate proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:5273]
ENSG00000142856_at	integrin subunit beta 3 binding protein [Source:HGNC Symbol;Acc:HGNC:6157]
ENSG00000142864_at	SERPINE1 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17860]
ENSG00000142867_at	B cell CLL/lymphoma 10 [Source:HGNC Symbol;Acc:HGNC:989]
ENSG00000142871_at	cysteine rich angiogenic inducer 61 [Source:HGNC Symbol;Acc:HGNC:2654]
ENSG00000142875_at	protein kinase cAMP-activated catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9381]
ENSG00000142892_at	phosphatidylinositol glycan anchor biosynthesis class K [Source:HGNC Symbol;Acc:HGNC:8965]
ENSG00000142910_at	tubulointerstitial nephritis antigen like 1 [Source:HGNC Symbol;Acc:HGNC:19168]
ENSG00000142920_at	antizyme inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:29957]
ENSG00000142945_at	kinesin family member 2C [Source:HGNC Symbol;Acc:HGNC:6393]
ENSG00000142949_at	protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]
ENSG00000142959_at	bestrophin 4 [Source:HGNC Symbol;Acc:HGNC:17106]
ENSG00000142973_at	cytochrome P450 family 4 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2644]
ENSG00000143001_at	transmembrane protein 61 [Source:HGNC Symbol;Acc:HGNC:27296]
ENSG00000143006_at	DMRT like family B with proline rich C-terminal 1 [Source:HGNC Symbol;Acc:HGNC:13913]
ENSG00000143013_at	LIM domain only 4 [Source:HGNC Symbol;Acc:HGNC:6644]
ENSG00000143028_at	synaptophysin like 2 [Source:HGNC Symbol;Acc:HGNC:27638]
ENSG00000143033_at	metal response element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:29535]
ENSG00000143036_at	solute carrier family 44 member 3 [Source:HGNC Symbol;Acc:HGNC:28689]
ENSG00000143061_at	immunoglobulin superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:5950]
ENSG00000143067_at	zinc finger protein 697 [Source:HGNC Symbol;Acc:HGNC:32034]
ENSG00000143079_at	CTTNBP2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:25330]
ENSG00000143093_at	striatin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:25916]
ENSG00000143105_at	potassium voltage-gated channel subfamily A member 10 [Source:HGNC Symbol;Acc:HGNC:6219]
ENSG00000143106_at	proteasome subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:9534]
ENSG00000143107_at	fibronectin type III domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26668]
ENSG00000143110_at	chromosome 1 open reading frame 162 [Source:HGNC Symbol;Acc:HGNC:28344]
ENSG00000143119_at	CD53 molecule [Source:HGNC Symbol;Acc:HGNC:1686]
ENSG00000143125_at	prokineticin 1 [Source:HGNC Symbol;Acc:HGNC:18454]
ENSG00000143126_at	cadherin EGF LAG seven-pass G-type receptor 2 [Source:HGNC Symbol;Acc:HGNC:3231]
ENSG00000143127_at	integrin subunit alpha 10 [Source:HGNC Symbol;Acc:HGNC:6135]
ENSG00000143147_at	G protein-coupled receptor 161 [Source:HGNC Symbol;Acc:HGNC:23694]
ENSG00000143149_at	aldehyde dehydrogenase 9 family member A1 [Source:HGNC Symbol;Acc:HGNC:412]
ENSG00000143153_at	ATPase Na+/K+ transporting subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:804]
ENSG00000143155_at	TOR signaling pathway regulator [Source:HGNC Symbol;Acc:HGNC:30231]
ENSG00000143156_at	NME/NM23 family member 7 [Source:HGNC Symbol;Acc:HGNC:20461]
ENSG00000143157_at	pogo transposable element derived with KRAB domain [Source:HGNC Symbol;Acc:HGNC:18800]
ENSG00000143158_at	mitochondrial pyruvate carrier 2 [Source:HGNC Symbol;Acc:HGNC:24515]
ENSG00000143162_at	cellular repressor of E1A stimulated genes 1 [Source:HGNC Symbol;Acc:HGNC:2351]
ENSG00000143164_at	DDB1 and CUL4 associated factor 6 [Source:HGNC Symbol;Acc:HGNC:30002]
ENSG00000143167_at	glycoprotein A33 [Source:HGNC Symbol;Acc:HGNC:4445]
ENSG00000143171_at	retinoid X receptor gamma [Source:HGNC Symbol;Acc:HGNC:10479]
ENSG00000143178_at	T-box 19 [Source:HGNC Symbol;Acc:HGNC:11596]
ENSG00000143179_at	uridine-cytidine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12562]
ENSG00000143183_at	transmembrane and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:18188]
ENSG00000143184_at	X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10645]
ENSG00000143190_at	POU class 2 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9212]
ENSG00000143194_at	maelstrom spermatogenic transposon silencer [Source:HGNC Symbol;Acc:HGNC:25929]
ENSG00000143195_at	immunoglobulin like domain containing receptor 2 [Source:HGNC Symbol;Acc:HGNC:18131]
ENSG00000143196_at	dermatopontin [Source:HGNC Symbol;Acc:HGNC:3011]
ENSG00000143198_at	microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:HGNC:7064]
ENSG00000143199_at	adenylate cyclase 10 [Source:HGNC Symbol;Acc:HGNC:21285]
ENSG00000143207_at	COP1, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:17440]
ENSG00000143217_at	nectin cell adhesion molecule 4 [Source:HGNC Symbol;Acc:HGNC:19688]
ENSG00000143222_at	ubiquitin-fold modifier conjugating enzyme 1 [Source:HGNC Symbol;Acc:HGNC:26941]
ENSG00000143224_at	protoporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:9280]
ENSG00000143228_at	NUF2, NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:14621]
ENSG00000143248_at	regulator of G protein signaling 5 [Source:HGNC Symbol;Acc:HGNC:10001]
ENSG00000143252_at	succinate dehydrogenase complex subunit C [Source:HGNC Symbol;Acc:HGNC:10682]
ENSG00000143256_at	prefoldin subunit 2 [Source:HGNC Symbol;Acc:HGNC:8867]
ENSG00000143257_at	nuclear receptor subfamily 1 group I member 3 [Source:HGNC Symbol;Acc:HGNC:7969]
ENSG00000143258_at	ubiquitin specific peptidase 21 [Source:HGNC Symbol;Acc:HGNC:12620]
ENSG00000143278_at	coagulation factor XIII B chain [Source:HGNC Symbol;Acc:HGNC:3534]
ENSG00000143294_at	proline rich mitotic checkpoint control factor [Source:HGNC Symbol;Acc:HGNC:9343]
ENSG00000143297_at	Fc receptor like 5 [Source:HGNC Symbol;Acc:HGNC:18508]
ENSG00000143303_at	ribosomal RNA adenine dimethylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24273]
ENSG00000143314_at	mitochondrial ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:14037]
ENSG00000143318_at	calsequestrin 1 [Source:HGNC Symbol;Acc:HGNC:1512]
ENSG00000143319_at	interferon stimulated exonuclease gene 20 like 2 [Source:HGNC Symbol;Acc:HGNC:25745]
ENSG00000143320_at	cellular retinoic acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2339]
ENSG00000143321_at	heparin binding growth factor [Source:HGNC Symbol;Acc:HGNC:4856]
ENSG00000143322_at	ABL proto-oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:77]
ENSG00000143324_at	xenotropic and polytropic retrovirus receptor 1 [Source:HGNC Symbol;Acc:HGNC:12827]
ENSG00000143333_at	regulator of G protein signaling 16 [Source:HGNC Symbol;Acc:HGNC:9997]
ENSG00000143337_at	torsin 1A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29456]
ENSG00000143340_at	family with sequence similarity 163 member A [Source:HGNC Symbol;Acc:HGNC:28274]
ENSG00000143341_at	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
ENSG00000143344_at	ral guanine nucleotide dissociation stimulator like 1 [Source:HGNC Symbol;Acc:HGNC:30281]
ENSG00000143353_at	lysophospholipase like 1 [Source:HGNC Symbol;Acc:HGNC:20440]
ENSG00000143355_at	LIM homeobox 9 [Source:HGNC Symbol;Acc:HGNC:14222]
ENSG00000143363_at	prune exopolyphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:13420]
ENSG00000143365_at	RAR related orphan receptor C [Source:HGNC Symbol;Acc:HGNC:10260]
ENSG00000143367_at	tuftelin 1 [Source:HGNC Symbol;Acc:HGNC:12422]
ENSG00000143368_at	splicing factor 3b subunit 4 [Source:HGNC Symbol;Acc:HGNC:10771]
ENSG00000143369_at	extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3153]
ENSG00000143373_at	zinc finger protein 687 [Source:HGNC Symbol;Acc:HGNC:29277]
ENSG00000143374_at	threonyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30740]
ENSG00000143375_at	cingulin [Source:HGNC Symbol;Acc:HGNC:17429]
ENSG00000143376_at	sorting nexin family member 27 [Source:HGNC Symbol;Acc:HGNC:20073]
ENSG00000143379_at	SET domain bifurcated 1 [Source:HGNC Symbol;Acc:HGNC:10761]
ENSG00000143382_at	ADAMTS like 4 [Source:HGNC Symbol;Acc:HGNC:19706]
ENSG00000143384_at	MCL1, BCL2 family apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:6943]
ENSG00000143387_at	cathepsin K [Source:HGNC Symbol;Acc:HGNC:2536]
ENSG00000143390_at	regulatory factor X5 [Source:HGNC Symbol;Acc:HGNC:9986]
ENSG00000143393_at	phosphatidylinositol 4-kinase beta [Source:HGNC Symbol;Acc:HGNC:8984]
ENSG00000143398_at	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha [Source:HGNC Symbol;Acc:HGNC:8994]
ENSG00000143401_at	acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673]
ENSG00000143409_at	MINDY lysine 48 deubiquitinase 1 [Source:HGNC Symbol;Acc:HGNC:25648]
ENSG00000143412_at	annexin A9 [Source:HGNC Symbol;Acc:HGNC:547]
ENSG00000143416_at	selenium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10719]
ENSG00000143418_at	ceramide synthase 2 [Source:HGNC Symbol;Acc:HGNC:14076]
ENSG00000143420_at	endosulfine alpha [Source:HGNC Symbol;Acc:HGNC:3360]
ENSG00000143434_at	semaphorin 6C [Source:HGNC Symbol;Acc:HGNC:10740]
ENSG00000143436_at	mitochondrial ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:14277]
ENSG00000143437_at	aryl hydrocarbon receptor nuclear translocator [Source:HGNC Symbol;Acc:HGNC:700]
ENSG00000143442_at	pogo transposable element derived with ZNF domain [Source:HGNC Symbol;Acc:HGNC:18801]
ENSG00000143443_at	chromosome 1 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:26045]
ENSG00000143450_at	ornithine decarboxylase antizyme 3 [Source:HGNC Symbol;Acc:HGNC:8097]
ENSG00000143452_at	HORMA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25245]
ENSG00000143457_at	golgi phosphoprotein 3 like [Source:HGNC Symbol;Acc:HGNC:24882]
ENSG00000143458_at	GA binding protein transcription factor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:28441]
ENSG00000143469_at	synaptotagmin 14 [Source:HGNC Symbol;Acc:HGNC:23143]
ENSG00000143473_at	potassium voltage-gated channel subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:6250]
ENSG00000143476_at	denticleless E3 ubiquitin protein ligase homolog [Source:HGNC Symbol;Acc:HGNC:30288]
ENSG00000143479_at	dual specificity tyrosine phosphorylation regulated kinase 3 [Source:HGNC Symbol;Acc:HGNC:3094]
ENSG00000143486_at	eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]
ENSG00000143493_at	integrator complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:24484]
ENSG00000143494_at	vasohibin 2 [Source:HGNC Symbol;Acc:HGNC:25723]
ENSG00000143498_at	TATA-box binding protein associated factor, RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:11532]
ENSG00000143499_at	SET and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20982]
ENSG00000143502_at	sushi domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25470]
ENSG00000143507_at	dual specificity phosphatase 10 [Source:HGNC Symbol;Acc:HGNC:3065]
ENSG00000143512_at	HHIP like 2 [Source:HGNC Symbol;Acc:HGNC:25842]
ENSG00000143514_at	tumor protein p53 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12000]
ENSG00000143515_at	ATPase phospholipid transporting 8B2 [Source:HGNC Symbol;Acc:HGNC:13534]
ENSG00000143520_at	filaggrin family member 2 [Source:HGNC Symbol;Acc:HGNC:33276]
ENSG00000143536_at	cornulin [Source:HGNC Symbol;Acc:HGNC:1230]
ENSG00000143537_at	ADAM metallopeptidase domain 15 [Source:HGNC Symbol;Acc:HGNC:193]
ENSG00000143546_at	S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]
ENSG00000143549_at	tropomyosin 3 [Source:HGNC Symbol;Acc:HGNC:12012]
ENSG00000143552_at	nucleoporin 210 like [Source:HGNC Symbol;Acc:HGNC:29915]
ENSG00000143553_at	SNAP associated protein [Source:HGNC Symbol;Acc:HGNC:17145]
ENSG00000143554_at	solute carrier family 27 member 3 [Source:HGNC Symbol;Acc:HGNC:10997]
ENSG00000143569_at	ubiquitin associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:29877]
ENSG00000143575_at	HCLS1 associated protein X-1 [Source:HGNC Symbol;Acc:HGNC:16915]
ENSG00000143578_at	cAMP responsive element binding protein 3 like 4 [Source:HGNC Symbol;Acc:HGNC:18854]
ENSG00000143590_at	ephrin A3 [Source:HGNC Symbol;Acc:HGNC:3223]
ENSG00000143595_at	aquaporin 10 [Source:HGNC Symbol;Acc:HGNC:16029]
ENSG00000143603_at	potassium calcium-activated channel subfamily N member 3 [Source:HGNC Symbol;Acc:HGNC:6292]
ENSG00000143612_at	chromosome 1 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:29876]
ENSG00000143614_at	GATA zinc finger domain containing 2B [Source:HGNC Symbol;Acc:HGNC:30778]
ENSG00000143621_at	interleukin enhancer binding factor 2 [Source:HGNC Symbol;Acc:HGNC:6037]
ENSG00000143622_at	Ras like without CAAX 1 [Source:HGNC Symbol;Acc:HGNC:10023]
ENSG00000143624_at	integrator complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26153]
